      0.0000862     -1.2901434      0.0002870      1.2898564     -0.0002235      0.0004469     -0.0002235      0.0000000      0.0000000      0.0000000     -0.3017595      0.6042326     -0.3024731     -0.4705180      0.9410361     -0.4705180      0.0000000      0.0000000      0.0000000     -2.0000000      -1.9999999999999993      1.2901434      0.0005311      1.2898564      1.2901434  1      3.1417659
      0.0012646     -1.2920874      0.0042113      1.2878761     -0.0032793      0.0065586     -0.0032793      0.0000000      0.0000000      0.0000000     -0.2969014      0.6042734     -0.3073720     -0.4705023      0.9410043     -0.4705020      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000080      1.2920916      0.0077942      1.2878803      1.2920916  1      3.1441306
      0.0020424     -1.2933533      0.0068017      1.2865516     -0.0052961      0.0105921     -0.0052961      0.0000000      0.0000000      0.0000000     -0.2937145      0.6043394     -0.3106249     -0.4704771      0.9409529     -0.4704758      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000089      1.2933641      0.0125879      1.2865625      1.2933641  1      3.1456875
      0.0069511     -1.3010307      0.0231640      1.2778667     -0.0180197      0.0360388     -0.0180192      0.0000000      0.0000000      0.0000000     -0.2739538      0.6054706     -0.3315168     -0.4700609      0.9400699     -0.4700090      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000084      1.3011555      0.0428412      1.2779938      1.3011555  1      3.1554421
      0.0069702     -1.3010595      0.0232275      1.2778319     -0.0180690      0.0361375     -0.0180685      0.0000000      0.0000000      0.0000000     -0.2738783      0.6054774     -0.3315990     -0.4700585      0.9400646     -0.4700061      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000067      1.3011849      0.0429585      1.2779597      1.3011849  1      3.1554797
      0.0069886     -1.3010873      0.0232890      1.2777983     -0.0181167      0.0362329     -0.0181162      0.0000000      0.0000000      0.0000000     -0.2738054      0.6054839     -0.3316786     -0.4700561      0.9400594     -0.4700033      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000062      1.3012134      0.0430720      1.2779267      1.3012134  1      3.1555160
      0.0070270     -1.3011453      0.0234173      1.2777280     -0.0182163      0.0364321     -0.0182158      0.0000000      0.0000000      0.0000000     -0.2736529      0.6054977     -0.3318448     -0.4700512      0.9400486     -0.4699975      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000080      1.3012728      0.0433090      1.2778578      1.3012728  1      3.1555920
      0.0073141     -1.3015773      0.0243754      1.2772020     -0.0189600      0.0379193     -0.0189594      0.0000000      0.0000000      0.0000000     -0.2725166      0.6056031     -0.3330865     -0.4700134      0.9399662     -0.4699528      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000093      1.3017154      0.0450781      1.2773427      1.3017154  1      3.1561585
      0.0082246     -1.3029359      0.0274153      1.2755205     -0.0213183      0.0426356     -0.0213173      0.0000000      0.0000000      0.0000000     -0.2689259      0.6059652     -0.3370393     -0.4698844      0.9396827     -0.4697983      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000133      1.3031103      0.0506892      1.2756987      1.3031103  1      3.1579529
      0.0091498     -1.3042978      0.0305060      1.2737918     -0.0237137      0.0474260     -0.0237122      0.0000000      0.0000000      0.0000000     -0.2652987      0.6063762     -0.3410776     -0.4697394      0.9393603     -0.4696209      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000151      1.3045133      0.0563901      1.2740125      1.3045133  1      3.1597719
      0.0127676     -1.3094477      0.0426158      1.2668319     -0.0330734      0.0661411     -0.0330677      0.0000000      0.0000000      0.0000000     -0.2513155      0.6084004     -0.3570849     -0.4690439      0.9377659     -0.4687220      0.0000000      0.0000000      0.0000000     -2.0000000      -2.0000000000000151      1.3098653      0.0786813      1.2672634      1.3098653  1      3.1668448
